GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
56c3004a-761c-48ad-a673-5d7c832c35d7	17	2409080	8339592	3376	0.0217
56c3004a-761c-48ad-a673-5d7c832c35d7	17	8344229	8344415	2	-3.4937
56c3004a-761c-48ad-a673-5d7c832c35d7	17	8346140	41053891	16147	0.0189
56c3004a-761c-48ad-a673-5d7c832c35d7	17	41055656	41065355	12	-1.0878
56c3004a-761c-48ad-a673-5d7c832c35d7	17	41066554	41266774	118	0.051
56c3004a-761c-48ad-a673-5d7c832c35d7	17	41266805	41274279	22	-1.0001
56c3004a-761c-48ad-a673-5d7c832c35d7	17	41276472	83091923	24187	0.0124
56c3004a-761c-48ad-a673-5d7c832c35d7	18	48133	65266197	39711	0.0182
56c3004a-761c-48ad-a673-5d7c832c35d7	18	65268013	69641960	3288	-0.0209
56c3004a-761c-48ad-a673-5d7c832c35d7	18	69642028	71757808	1430	0.024
56c3004a-761c-48ad-a673-5d7c832c35d7	18	71761703	71774108	15	-1.085
56c3004a-761c-48ad-a673-5d7c832c35d7	18	71774377	80257174	6267	0.0149
56c3004a-761c-48ad-a673-5d7c832c35d7	19	90910	20411869	8923	0.004
56c3004a-761c-48ad-a673-5d7c832c35d7	19	20413400	20542173	73	-0.7224
56c3004a-761c-48ad-a673-5d7c832c35d7	19	20542716	51628560	15759	0.008
56c3004a-761c-48ad-a673-5d7c832c35d7	19	51639099	51644683	10	1.1674
56c3004a-761c-48ad-a673-5d7c832c35d7	19	51644944	55771003	2496	0.0067
56c3004a-761c-48ad-a673-5d7c832c35d7	19	55771169	55771701	3	-3.1806
56c3004a-761c-48ad-a673-5d7c832c35d7	19	55774927	58586487	1838	0.0201
56c3004a-761c-48ad-a673-5d7c832c35d7	20	80664	1576544	1184	0.0325
56c3004a-761c-48ad-a673-5d7c832c35d7	20	1576573	1580353	20	-0.4262
56c3004a-761c-48ad-a673-5d7c832c35d7	20	1580934	1587360	7	-1.4249
56c3004a-761c-48ad-a673-5d7c832c35d7	20	1587437	1591489	17	-0.6436
56c3004a-761c-48ad-a673-5d7c832c35d7	20	1591557	1601561	12	-1.7118
56c3004a-761c-48ad-a673-5d7c832c35d7	20	1609611	61973114	40152	0.0194
56c3004a-761c-48ad-a673-5d7c832c35d7	20	61983972	61984028	3	-1.8941
56c3004a-761c-48ad-a673-5d7c832c35d7	20	61992694	64284215	969	0.019
56c3004a-761c-48ad-a673-5d7c832c35d7	20	64284715	64324800	6	-0.8887
56c3004a-761c-48ad-a673-5d7c832c35d7	21	10354168	46677045	23850	0.0137
56c3004a-761c-48ad-a673-5d7c832c35d7	22	15294547	22398127	3458	0.0284
56c3004a-761c-48ad-a673-5d7c832c35d7	22	22398345	22398545	4	1.2395
56c3004a-761c-48ad-a673-5d7c832c35d7	22	22402989	23929558	919	0.0076
56c3004a-761c-48ad-a673-5d7c832c35d7	22	23940911	23990739	18	-0.6835
56c3004a-761c-48ad-a673-5d7c832c35d7	22	23995113	25340378	865	0.0139
56c3004a-761c-48ad-a673-5d7c832c35d7	22	25340705	25340711	6	1.0672
56c3004a-761c-48ad-a673-5d7c832c35d7	22	25349934	25350075	4	-1.1128
56c3004a-761c-48ad-a673-5d7c832c35d7	22	25351623	42514763	11880	0.0123
56c3004a-761c-48ad-a673-5d7c832c35d7	22	42517063	42538456	15	0.6926
56c3004a-761c-48ad-a673-5d7c832c35d7	22	42546956	50796027	6099	0.0158
56c3004a-761c-48ad-a673-5d7c832c35d7	X	251810	395560	10	0.2301
56c3004a-761c-48ad-a673-5d7c832c35d7	X	417141	427040	5	-0.9585
56c3004a-761c-48ad-a673-5d7c832c35d7	X	440787	29433910	17947	0.026
56c3004a-761c-48ad-a673-5d7c832c35d7	X	29434439	29435082	2	-1.7331
56c3004a-761c-48ad-a673-5d7c832c35d7	X	29440366	33016577	2542	0.0142
56c3004a-761c-48ad-a673-5d7c832c35d7	X	33016740	33016865	2	-2.386
56c3004a-761c-48ad-a673-5d7c832c35d7	X	33016900	33542499	357	0.038
56c3004a-761c-48ad-a673-5d7c832c35d7	X	33542704	34474646	667	-0.079
56c3004a-761c-48ad-a673-5d7c832c35d7	X	34476140	63250575	12003	0.0294
56c3004a-761c-48ad-a673-5d7c832c35d7	X	63250976	63285758	18	1.0376
56c3004a-761c-48ad-a673-5d7c832c35d7	X	63285949	112468139	24648	0.015
56c3004a-761c-48ad-a673-5d7c832c35d7	X	112474685	112499549	16	-1.0402
56c3004a-761c-48ad-a673-5d7c832c35d7	X	112508614	139670223	15506	0.0189
56c3004a-761c-48ad-a673-5d7c832c35d7	X	139674933	139682181	7	-1.0852
56c3004a-761c-48ad-a673-5d7c832c35d7	X	139685938	155952689	9867	0.0254
56c3004a-761c-48ad-a673-5d7c832c35d7	Y	2782397	3314408	191	-3.0681
56c3004a-761c-48ad-a673-5d7c832c35d7	Y	3326047	6076562	529	-2.6737
56c3004a-761c-48ad-a673-5d7c832c35d7	Y	6080059	56872112	5920	-3.1451
